"cluster","yi","vyi","Zc","Zb"
19,0.0172297726419699,0.0353995436507314,-0.0426378440584518,1
20,-0.904341711065512,0.0386747102209338,0.180692947383451,0
20,-0.838687918209859,0.0368788026447084,0.154509178177736,0
21,0.240422100688307,0.0327552958800788,2.06604156574989,0
21,-1.60116791293352,0.0364266851220961,-1.79176596836384,0
22,-0.00710902321142833,0.0425534603096331,0.774968824419597,0
22,0.515382604838158,0.0333291097958458,2.54895115145756,0
23,0.722188683066518,0.0722165804571979,0.873874999387415,1
23,-2.4831579526548,0.0778355682298504,-2.0993064303734,0
24,-2.08188780589478,0.0453465324865198,-1.3776627923319,0
24,-0.288715936395275,0.0357670658934894,-0.320156173706345,1
25,-1.31899532398844,0.0360731432026051,-0.0580680207923501,0
25,-1.04234869116427,0.0649035056712277,0.335677312362426,0
26,0.789992774809582,0.0399263360382007,1.48333756178493,1
26,0.0958536776802525,0.0702560344519722,0.70187461186219,1
27,-0.547041739609244,0.0298534340463119,-1.30881580505824,1
27,-1.02465192443218,0.0367882583993601,0.164993288031053,0
28,-1.36953727936831,0.0567565078136755,-0.50011097791486,0
28,-0.716341299434254,0.0363809609285263,-1.36118081115516,1
29,-1.90915556949764,0.0808671874204434,-1.52228699669602,0
29,-1.0028731408187,0.0409352478935253,-1.85354799751575,1
30,-0.602656040098702,0.0480643350728014,-0.375755185199043,0
30,-0.527815648804503,0.051102403451376,0.132905403374758,1
31,-0.424424800897135,0.046478047793276,1.11436932315623,0
31,0.245779809599246,0.034446186815413,0.13311128274169,1
32,0.674741964437691,0.0370845470112861,1.00411611606354,1
32,-0.391287541813412,0.0323535950015015,0.605837704564556,0
33,-0.0934149440223853,0.0408608487335036,0.667634958949763,0
33,-1.37787701188807,0.0494927252994479,-1.42286068900909,0
34,-1.06947663767508,0.0348999247272244,-0.0781525889874405,0
34,0.278419183502213,0.0325706340392824,0.292247934829072,1
35,1.10827229315222,0.0352223949456828,1.90418382427309,1
35,-0.836741615214475,0.0388398952260345,0.388137733941522,0
36,-1.13180179685299,0.0459454223136617,-1.64414565938482,1
36,-0.0319503081088364,0.0336177345470094,-0.563381790307508,1
37,0.670465053313454,0.0322500892660863,0.829330959098822,1
37,-0.0257298642353165,0.0519523508176206,1.18428052714265,1
38,-0.465067911834887,0.0383938699187779,-1.02347802289717,1
38,-1.22400854905411,0.0409405040006791,-0.83571542704722,0
39,-1.04973402396492,0.0500106676981845,0.14620762198536,0
39,-1.52931153621541,0.0646174610925096,0.465624560705493,0
40,0.919423545476535,0.0296823478388478,2.21695160662982,1
40,-1.23613475331833,0.0756192787965188,-1.8261270071846,1
41,0.158258233070207,0.0361488543618671,0.0940761402817283,1
41,0.588464705257559,0.0745204527619095,0.736320802971366,1
42,-0.470760016471438,0.0348373516657127,-0.190707384247828,1
42,-0.435982537820875,0.0538821103505574,-0.726238716045805,1
43,-0.751904990777143,0.0356890046464816,0.0732321999916746,0
43,-0.568820132384467,0.0325138919648667,1.11070772573717,0
44,-0.615193077551928,0.0374038505476242,-0.972654099653935,1
44,-0.670312207356896,0.0297511213215904,0.649075979397453,0
45,-0.157684547741403,0.0389556525077496,-0.646686272916115,1
45,0.284320342239878,0.0320668176865532,0.221438553999249,1
46,-1.03617474379729,0.0560102351832307,0.0523313922792159,0
46,-1.35416186878105,0.0558736043571625,-0.995943308960611,0
47,0.31614050473198,0.0313951349563263,0.544532672459683,1
47,-0.0549725982200116,0.0784609998681868,-0.479129311938203,1
48,-0.0340979696052165,0.0310122584167876,-0.449751806434579,1
48,-1.44695052348234,0.0841138818117151,-2.49694474118929,1
49,-0.11067752156646,0.0556406216234729,1.17001669723952,0
49,-0.255088673224054,0.0584425379072986,-1.49507579490954,1
50,0.739760514108695,0.0436083960113998,2.49764568505868,1
50,-1.26949317141228,0.0579012826039904,-0.541314548349416,0
